,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
467,20MICRONS,EQ,38.8,39,37.8,38.2,38,38.05,124786,4797257.8,31-08-2016,366,INE144J01027
468,20MICRONS,EQ,38.65,39.55,38.65,39.35,39.35,38.9,52451,2058492.75,24-08-2016,322,INE144J01027
469,20MICRONS,EQ,38.45,39,38.2,38.55,38.3,38.05,157987,6092244.6,18-10-2016,296,INE144J01027
470,20MICRONS,EQ,27.05,28,26,26.4,26.15,26.55,25738,676985.5,12-02-2016,197,INE144J01027
471,20MICRONS,EQ,28.25,28.5,27.5,28.05,28.1,28.35,40357,1129474.9,07-06-2016,296,INE144J01027
472,20MICRONS,EQ,46,46.9,42.9,43.15,43,41,905861,40063832.45,07-11-2016,5023,INE144J01027
473,20MICRONS,EQ,29.4,31,29.35,29.8,29.95,28.85,36072,1081960.25,27-07-2016,240,INE144J01027
474,20MICRONS,EQ,36.4,36.8,36,36.4,36.25,36.2,88904,3228605.15,05-10-2016,430,INE144J01027
475,20MICRONS,EQ,36.5,36.6,30.6,35.7,35.7,36.4,252766,8833547.95,10-10-2016,766,INE144J01027
476,20MICRONS,EQ,35.55,37.5,34.75,35.9,35.95,35.2,258669,9428181.1,04-01-2016,823,INE144J01027
477,20MICRONS,EQ,34.9,37,34.5,36.55,36.45,35.05,123972,4494342.2,11-01-2016,576,INE144J01027
478,20MICRONS,EQ,27.25,27.7,27,27.2,27.25,27.25,12526,342296.1,08-03-2016,96,INE144J01027
479,20MICRONS,EQ,28.3,29.2,28.05,28.25,28.45,28.25,31468,895229.9,27-05-2016,225,INE144J01027
480,20MICRONS,EQ,39,39.5,35,36.15,35.5,39.05,212023,7746586.35,15-11-2016,1159,INE144J01027
481,20MICRONS,EQ,29.2,30.6,28.35,29.75,29.8,28.65,80109,2371958.85,15-06-2016,560,INE144J01027
482,20MICRONS,EQ,30.4,30.8,29.7,30.15,30.25,29.8,20958,632596.6,28-07-2016,174,INE144J01027
483,20MICRONS,EQ,27,29.9,26.95,28.15,27.9,26.4,54313,1536746.65,15-02-2016,353,INE144J01027
484,20MICRONS,EQ,39.7,39.7,38.5,38.9,39.05,39.2,159354,6190723.95,23-08-2016,557,INE144J01027
485,20MICRONS,EQ,33.9,34.7,31.2,34.2,34.4,34.25,107045,3625715.45,05-12-2016,383,INE144J01027
486,20MICRONS,EQ,37.8,38.9,36.55,38.05,38.2,37.8,182096,6917530,17-10-2016,877,INE144J01027
487,20MICRONS,EQ,26.15,27.1,26,26.4,26.3,26.5,11366,303655.85,08-02-2016,151,INE144J01027
488,20MICRONS,EQ,28.65,28.75,28,28.6,28.5,28.5,28749,813454.9,20-07-2016,207,INE144J01027
489,20MICRONS,EQ,43.8,44,41.6,42.15,42,43.15,249882,10604933.5,08-11-2016,1684,INE144J01027
490,20MICRONS,EQ,28.45,28.45,27.7,28.3,28.2,28.05,8045,226384.15,08-06-2016,100,INE144J01027
491,20MICRONS,EQ,28.45,28.45,26.9,27.6,27.65,27.6,17151,471883.35,15-03-2016,179,INE144J01027
492,20MICRONS,EQ,32.4,33.5,31.6,32.4,32.15,32.75,17422,571294.75,08-04-2016,203,INE144J01027
493,20MICRONS,EQ,38.1,39.6,37.85,38.3,38.5,38.95,135931,5229043.2,23-09-2016,877,INE144J01027
494,20MICRONS,EQ,60.1,60.8,57.9,58.3,58.3,59.6,174410,10318817.4,29-12-2017,1391,INE144J01027
